network_ttl_avg,network_ttl_max,network_ttl_min,network_ttl_std_deviation,network_header-length_avg,network_header-length_max,network_header-length_min,network_header-length_std_deviation,network_fragmented-packets,network_fragmentation-score,network_ip-length_avg,network_ip-length_max,network_ip-length_min,network_ip-length_std_deviation,network_packet-size_avg,network_packet-size_max,network_packet-size_min,network_packet-size_std_deviation,network_ip-flags_avg,network_ip-flags_max,network_ip-flags_min,network_ip-flags_std_deviation,network_tcp-flags_avg,network_tcp-flags_max,network_tcp-flags_min,network_tcp-flags_std_deviation,network_tcp-flags-ack_count,network_tcp-flags-fin_count,network_tcp-flags-psh_count,network_tcp-flags-rst_count,network_tcp-flags-syn_count,network_tcp-flags-urg_count,network_window-size_avg,network_window-size_max,network_window-size_min,network_window-size_std_deviation,network_mss_avg,network_mss_max,network_mss_min,network_mss_std_deviation,network_payload-length_avg,network_payload-length_max,network_payload-length_min,network_payload-length_std_deviation,network_time-delta_avg,network_time-delta_max,network_time-delta_min,network_time-delta_std_deviation,network_ips_src_count,network_ips_dst_count,network_ips_all_count,network_macs_src_count,network_macs_dst_count,network_macs_all_count,network_ports_src_count,network_ports_dst_count,network_ports_all_count,network_protocols_src_count,network_protocols_dst_count,network_protocols_all_count,network_packets_all_count,network_packets_src_count,network_packets_dst_count,network_interval-packets,log_messages_count,log_data-ranges_avg,log_data-ranges_max,log_data-ranges_min,log_data-ranges_std_deviation,log_data-types_count,timeDurationInSeconds,label,label2
62.95238095238095,64,62,1.010973473208263,20,20,20,0,0,0,197.1904761904762,1620,52,349.2145359262795,197.1904761904762,1620,52,349.2145359262795,64,64,64,0,19.761904761904763,24,2,4.817698690623492,41,2,21,0,2,0,30808.97619047619,65160,63,32426.57753086614,69.52380952380952,1460,0,314.6887923086009,144.8095238095238,1568,0,349.3720665461029,0.068535086,2.01894234,0,0.3129853866208529,2,2,2,0,0,0,3,3,3,2,2,2,42,22,22,14.591067002739043,42,0,0,0,0,0,10,benign,benign
62.95454545454545,64,62,1.0105155362727611,20,20,20,0,0,0,162.4090909090909,1620,52,289.1254912367211,162.4090909090909,1620,52,289.1254912367211,58.66666666666666,64,0,17.87585241,18.125,24,0,7.171530594219743,43,2,22,0,2,0,26969.041666666668,65160,0,31979.167467479838,60.833333333333336,1460,0,294.8337673242499,100.875,1568,0,278.3815401834209,0.164028943,5.296795148,0,0.7892667359762549,2,2,2,0,0,0,3,3,3,3,3,3,48,23,23,6.096485072942849,48,0,0,0,0,0,10,benign,benign
62.91666666666666,64,62,1.0179547554081032,20,20,20,0,0,0,113,680,52,130.5360186841664,113,680,52,130.5360186841664,64,64,64,0,19.75,24,16,4.002716468903935,24,2,11,0,0,0,263.75,501,63,222.93209143437457,0,0,0,0,61,628,0,130.5360186841664,0.02765688,0.317172508,0,0.069493746,2,2,2,0,0,0,2,2,2,2,2,2,24,13,13,36.15736451399822,24,0,0,0,0,0,10,benign,benign
62.97872340425532,64,62,1.0105823052798228,20,20,20,0,0,0,156.46808510638297,1500,40,267.3743387140494,156.46808510638297,1500,40,267.3743387140494,64,64,64,0,19.53191489361702,24,2,4.717456314536041,46,2,22,0,2,0,30312.31914893617,65160,63,32369.16574800804,62.12765957446808,1460,0,297.88337497732493,104.38297872340424,1448,0,267.3972417983572,0.1233778355531915,4.039966415,0,0.6002600997422557,2,3,3,0,0,0,3,4,4,2,2,2,47,24,24,8.105183528080108,47,0,0,0,0,0,10,benign,benign
63.04347826086956,64,62,1.0215078369104984,20,20,20,0,0,0,212.6086956521739,1620,52,375.46295533652784,212.6086956521739,1620,52,375.46295533652784,58.88,64,0,17.720797574225227,18.4,24,0,7.637626158259733,22,0,13,0,2,0,51569.96,65160,0,26210.948846935447,116.8,1460,0,404.2556947,147.6,1568,0,362.4972413688137,0.3918858822000001,3.197265808,0,0.9377795299508724,2,3,3,0,0,0,3,4,4,3,3,3,25,12,11,2.551763274467598,25,0,0,0,0,0,10,benign,benign
63,64,62,1.4142135623730951,20,20,20,0,0,0,50,60,40,14.142135623730953,50,60,40,14.142135623730953,64,64,64,0,11,20,2,12.727922061357855,1,0,0,1,1,0,32120,64240,0,45424.53962342381,730,1460,0,1032.3759005323593,0,0,0,0,4.34095e-05,8.6819e-05,0,6.139030363583487e-05,2,2,2,0,0,0,2,2,2,1,1,1,2,1,1,23045.62637362637,2,0,0,0,0,0,10,benign,benign
62.96774193548387,64,62,1.0076387255179335,20,20,20,0,0,0,193.6129032258065,1620,52,337.0775731527991,193.6129032258065,1620,52,337.0775731527991,64,64,64,0,19.774193548387096,24,2,5.0681239612419775,60,2,32,0,4,0,41647.32258064516,65160,63,30944.76334,94.19354838709675,1460,0,361.60638135915343,141.09677419354838,1568,0,337.2912692574364,0.047822383,1.017220357,0,0.1764273122791303,2,2,2,0,0,0,4,4,4,2,2,2,62,32,32,20.91071199,62,0,0,0,0,0,10,benign,benign
62.94565217391305,64,61,1.020279324335033,20,20,20,0,0,0,161.04347826086956,1500,40,270.0075665624124,161.04347826086956,1500,40,270.0075665624124,62.63829787234042,64,0,9.285033701341597,19,24,0,5.711712170092126,89,4,43,1,5,0,30979.06382978724,65160,0,32242.166754548925,77.65957446808511,1460,0,329.4029317818584,106.4255319148936,1448,0,267.6671616927238,0.060452182,1.016105954,0,0.204142643,3,3,3,0,0,0,7,7,7,3,3,3,94,47,48,16.54200071636697,94,0,0,0,0,0,10,benign,benign
62.943396226415096,64,62,1.0079509744568746,20,20,20,0,0,0,108.75471698113208,680,40,126.13071755133448,108.75471698113208,680,40,126.13071755133448,61.67272727272727,64,0,12.090790105994126,18,24,0,6.492160514662907,50,4,21,3,3,0,3733.036363636364,64240,0,14668.874972594736,79.63636363636364,1460,0,334.60847013013324,55.127272727272725,628,0,123.98253379758248,0.1233960978363636,1.407020434,0,0.3154586230500311,2,3,3,0,0,0,7,8,8,3,3,3,55,28,28,8.103983714938066,55,0,0,0,0,0,10,benign,benign
50.6,64,1,27.745269867132308,20.8,24,20,1.7888543819998317,0,0,47.2,60,36,11.79830496,47.2,60,36,11.79830496,36.57142857142857,64,0,34.20943896479032,6.285714285714286,20,0,9.411239481143202,2,0,0,2,2,0,18354.285714285717,64240,0,31345.910343106887,417.1428571428572,1460,0,712.4070532524293,0,0,0,0,1.3353613284285717,7.218174256,0,2.6304369806176378,3,3,4,0,0,0,3,3,3,3,3,3,7,2,2,0.7488609952987497,7,0,0,0,0,0,10,benign,benign
62.96153846153846,64,61,1.076318511622623,20,20,20,0,0,0,182.07692307692307,1620,40,358.35054603858754,182.07692307692307,1620,40,358.35054603858754,64,64,64,0,17.76923076923077,24,2,7.638364706179941,22,0,11,3,5,0,56957.84615384616,65160,0,20981.492926276354,280.7692307692308,1460,0,586.8009753020052,129.92307692307693,1568,0,358.36661932461544,0.3446223960384615,6.700533846,0,1.3263431424775387,2,2,2,0,0,0,6,6,6,2,2,2,26,13,13,2.9017267114487124,26,0,0,0,0,0,10,benign,benign
63,64,62,1.095445115010332,20,20,20,0,0,0,50,60,40,10.954451150103322,50,60,40,10.954451150103322,48,64,0,29.626243192721645,8.25,20,0,9.765098200076784,3,0,0,3,3,0,24090,64240,0,33247.35864911463,547.5,1460,0,755.6217874798779,0,0,0,0,1.044536308,5.209364979,0,1.761092787870016,2,2,2,0,0,0,4,4,4,2,2,2,8,3,3,0.9573625910347974,8,0,0,0,0,0,10,benign,benign
62.95454545454545,64,62,1.010515536272761,20,20,20,0,0,0,162.4090909090909,1620,52,289.12549123672113,162.4090909090909,1620,52,289.12549123672113,64,64,64,0,19.772727272727277,24,2,4.783030256596541,43,2,22,0,2,0,29420.772727272728,65160,63,32310.82904283822,66.36363636363636,1460,0,307.6323002145688,110.04545454545456,1568,0,289.26216921159585,0.074999069,2.461617678,0,0.3719214149454981,2,2,2,0,0,0,3,3,3,2,2,2,44,23,23,13.33349729026728,44,0,0,0,0,0,10,benign,benign
63.04761904761905,64,62,1.023532631438318,20,20,20,0,0,0,220.8571428571429,1620,52,392.0465897969635,220.8571428571429,1620,52,392.0465897969635,64,64,64,0,20,24,2,5.621387729022079,20,0,12,0,2,0,61365.95238095238,65160,501,13952.08621130256,139.04761904761904,1460,0,439.1572015,168.66666666666666,1568,0,392.3661980004564,0.1887584375714285,3.790010308,0,0.8252800293156791,2,3,3,0,0,0,2,3,3,2,2,2,21,11,10,5.297776315,21,0,0,0,0,0,10,benign,benign
62.926829268292686,64,62,1.0097089655549023,20,20,20,0,0,0,181.02439024390245,1620,52,303.7261503233528,181.02439024390245,1620,52,303.7261503233528,61.02325581395349,64,0,13.637288468252567,18.930232558139537,24,0,6.341080532967657,40,2,21,0,2,0,28612.418604651164,65160,0,32266.40457137199,67.90697674418605,1460,0,311.10064318201165,122.65116279069768,1568,0,297.8307192350116,0.058958504,1.018063641,0,0.1872258560198714,2,2,2,0,0,0,3,3,3,3,3,3,43,22,22,16.961082017949934,43,0,0,0,0,0,10,benign,benign
62.977777777777774,64,62,1.0110500592068734,20,20,20,0,0,0,158.9777777777778,1620,40,286.4419256458048,158.9777777777778,1620,40,286.4419256458048,64,64,64,0,19.68888888888889,24,2,4.761694800566009,44,2,22,0,2,0,28778.11111111111,65160,63,32231.169126837893,64.88888888888889,1460,0,304.27725262438935,106.88888888888889,1568,0,286.4650718215702,0.063268223,2.017752244,0,0.3005690579886649,2,3,3,0,0,0,3,4,4,2,2,2,45,23,23,15.80572319487782,45,0,0,0,0,0,10,benign,benign
62.892857142857146,64,61,1.0659471779799348,20,20,20,0,0,0,108.85714285714286,680,40,127.50997471097564,108.85714285714286,680,40,127.50997471097564,61.793103448275865,64,0,11.88450164333132,17.862068965517242,24,0,6.775608238016266,26,2,11,2,2,0,4648.620689655172,64240,0,16507.23570008401,100.6896551724138,1460,0,376.5058435752432,55.172413793103445,628,0,125.47227040423748,0.1952154930344827,4.031967308,0,0.7610854940290269,3,3,3,0,0,0,5,5,5,3,3,3,29,14,15,5.122544367235207,29,0,0,0,0,0,10,benign,benign
62.95454545454545,64,62,1.010515536272761,20,20,20,0,0,0,164.5,1620,40,289.7433908791356,164.5,1620,40,289.7433908791356,61.21739130434783,64,0,13.19581254031118,18.52173913043478,24,0,6.629024162926019,42,2,21,1,3,0,29525.869565217392,65160,0,32318.53269125846,95.21739130434784,1460,0,364.47063061337343,107.34782608695652,1568,0,284.2674185,0.1186008041521739,1.860618654,0,0.3883518957092184,2,2,2,0,0,0,5,5,5,3,3,3,46,23,23,8.431646054207127,46,0,0,0,0,0,10,benign,benign
62.92307692307692,64,62,1.0067644514152674,20,20,20,0,0,0,124.53846153846152,928,40,169.21137280863485,124.53846153846152,928,40,169.21137280863485,64,64,64,0,19.423076923076923,24,2,4.599003105303829,51,4,23,1,1,0,1489.6923076923076,64240,0,8875.235717473874,28.07692307692308,1460,0,202.4655716222086,72.61538461538461,876,0,169.16567512656235,0.08646338,2.038484935,0,0.3223046210257054,2,2,2,0,0,0,5,5,5,2,2,2,52,28,28,11.565590228270327,52,0,0,0,0,0,10,benign,benign
1,1,1,,24,24,24,,0,0,36,36,36,,36,36,36,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.719147943,2.436858523,0,1.0834173087420704,1,1,2,0,0,0,0,0,0,2,2,2,5,1,1,1.3905345080520168,5,0,0,0,0,0,10,benign,benign
64.75,104,62,8.419697402390783,20,20,20,0,0,0,195.25,1620,40,370.5777217077234,195.25,1620,40,370.5777217077234,61.333333333333336,64,0,13.063945294843617,17.416666666666668,24,0,8.287846873410576,20,0,11,1,3,0,56351,65160,0,21760.23328679296,182.5,1460,0,493.2346650252887,140.75,1568,0,371.48892545960297,0.2518103949583333,5.069093085,0,1.0375500090229597,3,3,3,0,0,0,6,6,6,3,3,3,24,12,12,3.9712418285182713,24,0,0,0,0,0,10,benign,benign
63.04761904761905,64,62,1.023532631438318,20,20,20,0,0,0,213.04761904761904,1620,40,394.02759753480166,213.04761904761904,1620,40,394.02759753480166,64,64,64,0,19.80952380952381,24,2,5.546341565564165,20,0,11,1,2,0,61365.95238095238,65160,501,13952.08621130256,139.04761904761904,1460,0,439.1572015,160.85714285714286,1568,0,394.0920305860403,0.025893954,0.370063525,0,0.080171818,2,3,3,0,0,0,2,3,3,2,2,2,21,11,10,38.61906066822785,21,0,0,0,0,0,10,benign,benign
62.958333333333336,64,62,1.0097046826172942,20,20,20,0,0,0,152.54166666666666,1500,52,264.4926060450127,152.54166666666666,1500,52,264.4926060450127,59.07692307692308,64,0,17.22042353,18.115384615384617,24,0,6.952651761438731,47,2,23,0,2,0,27398.884615384617,65160,0,32037.380077367743,56.15384615384615,1460,0,283.5085076439253,92.5,1448,0,255.45457368324077,0.085989049,2.022668026,0,0.3262665638331321,2,2,2,0,0,0,3,3,3,3,3,3,52,25,25,11.629387231038455,52,0,0,0,0,0,10,benign,benign
62.95652173913044,64,62,1.0215078369104986,20,20,20,0,0,0,176.52173913043478,1384,52,295.6811657489468,176.52173913043478,1384,52,295.6811657489468,64,64,64,0,19.91304347826087,24,16,4.010362072502827,23,2,11,0,0,0,273.6521739130435,501,63,222.57044006451943,0,0,0,0,125.04347826086956,1332,0,295.7424368142089,0.029483134,0.316083491,0,0.069312217,2,3,3,0,0,0,2,3,3,2,2,2,23,12,12,33.917699408763355,23,0,0,0,0,0,10,benign,benign
62.97058823529412,64,62,1.0069992105303658,20,20,20,0,0,0,174.2941176470588,1620,52,309.78196756358824,174.2941176470588,1620,52,309.78196756358824,63.072463768115945,64,0,7.704694597489227,19.39130434782609,24,0,5.477809221020077,66,2,34,0,4,0,39317.76811594203,65160,0,31550.74615746033,84.63768116,1460,0,343.6849605,120.05797101449276,1568,0,308.0256809413009,0.074880501,2.297661768,0,0.3474506516767752,2,2,2,0,0,0,4,4,4,3,3,3,69,35,35,13.354611722177795,69,0,0,0,0,0,10,benign,benign
62.5,64,61,2.1213203435596424,20,20,20,0,0,0,50,60,40,14.142135623730953,50,60,40,14.142135623730953,32,64,0,36.95041722813605,5.5,20,0,9.712534856,1,0,0,1,1,0,16060,64240,0,32120,365,1460,0,730,0,0,0,0,0.424044669,1.696120836,0,0.848050778,2,2,2,0,0,0,2,2,2,2,2,2,4,1,1,2.358242455183147,4,0,0,0,0,0,10,benign,benign
62.94117647058823,64,62,1.005690569028135,20,20,20,0,0,0,152.73529411764707,1620,52,253.6728777086483,152.73529411764707,1620,52,253.6728777086483,64,64,64,0,19.764705882352946,24,2,4.492506686707783,67,4,33,0,2,0,19130.058823529413,65160,63,29446.320630650192,42.94117647058823,1460,0,248.5123428480948,100.5,1568,0,253.7638166225943,0.027514402,0.760837637,0,0.096626652,2,2,2,0,0,0,4,4,4,2,2,2,68,36,36,36.34460751925306,68,0,0,0,0,0,10,benign,benign
58.75,64,45,9.215023964519393,20,20,20,0,0,0,63,76,40,17.08800749063506,63,76,40,17.08800749063506,42.66666666666666,64,0,33.04945788763663,3.6666666666666665,20,0,8.041558721209878,1,0,0,1,1,0,10706.666666666666,64240,0,26225.87017939856,243.33333333333331,1460,0,596.0425041,0,0,0,0,0.7742340218333332,2.797703496,0,1.115256185133256,3,3,3,0,0,0,4,4,4,3,3,3,6,2,2,1.291599152689428,6,0,0,0,0,0,10,benign,benign
62.96153846153846,64,62,1.0090091909944687,20,20,20,0,0,0,144.5,1620,40,268.6534687557743,144.5,1620,40,268.6534687557743,62.79245283018868,64,0,8.791076092716098,18.07547169811321,24,0,6.913890857719178,47,2,22,4,6,0,29273.094339622643,65160,0,32245.40032091885,165.28301886792454,1460,0,467.0224989374582,90.75471698113208,1568,0,266.3262823666588,0.1156691969622641,2.041199841,0,0.3513591617101764,2,2,2,0,0,0,8,8,8,3,3,3,53,27,27,8.645343715612055,53,0,0,0,0,0,10,benign,benign
62.91666666666666,64,62,1.0179547554081032,20,20,20,0,0,0,115.66666666666669,680,52,132.18125456346303,115.66666666666669,680,52,132.18125456346303,59.07692307692308,64,0,17.39177524446099,18.23076923076923,24,0,6.598834395907764,24,2,11,0,0,0,243.46153846153845,501,0,225.5213038,0,0,0,0,58.76923076923077,628,0,127.9588395359407,0.1494903273461538,1.657769574,0,0.4355474653384246,2,2,2,0,0,0,2,2,2,3,3,3,26,13,13,6.689395943677558,26,0,0,0,0,0,10,benign,benign
62.95454545454545,64,62,1.010515536272761,20,20,20,0,0,0,163.3181818181818,1500,52,275.13199984035344,163.3181818181818,1500,52,275.13199984035344,64,64,64,0,19.59090909090909,24,2,4.7706378190809735,43,2,21,0,2,0,32354.86363636364,65160,63,32465.03475733433,66.36363636363636,1460,0,307.6323002145688,110.95454545454544,1448,0,275.2768546809637,0.015031845,0.163594362,0,0.033701232,2,2,2,0,0,0,3,3,3,2,2,2,44,23,23,66.52547189807491,44,0,0,0,0,0,10,benign,benign
62.91666666666666,64,62,1.0179547554081032,20,20,20,0,0,0,111.66666666666669,680,52,130.1980653922479,111.66666666666669,680,52,130.1980653922479,51.2,64,0,26.03763853903912,15.8,24,0,8.79027676,24,2,11,0,0,0,211,501,0,225.6773711785676,0,0,0,0,47.73333333333333,628,0,118.46341886504626,0.1886903213333333,1.782646587,0,0.4882918457089887,2,2,2,0,0,0,2,2,2,3,3,3,30,13,13,5.299688911181554,30,0,0,0,0,0,10,benign,benign
63.142857142857146,64,62,1.0690449676496976,20,20,20,0,0,0,72,204,40,59.05929224,72,204,40,59.05929224,64,64,64,0,12.857142857142858,24,2,10.253919111386493,4,0,1,3,3,0,27603,64240,0,34271.23317,625.7142857142857,1460,0,780.4028263842793,23.428571428571427,164,0,61.98617357351326,0.4399387347142857,1.20216164,0,0.5587204839077963,2,3,3,0,0,0,5,5,6,2,2,2,7,4,3,2.2730438688586374,7,0,0,0,0,0,10,benign,benign
62.95454545454545,64,61,1.0900971004051374,20,20,20,0,0,0,206.0909090909091,1620,40,385.9134999416701,206.0909090909091,1620,40,385.9134999416701,61.21739130434783,64,0,13.344922499652784,18.17391304347826,24,0,7.577791558309437,20,0,11,1,3,0,58801.04347826087,65160,0,18558.48337131777,190.43478260869568,1460,0,502.7513234996328,146.8695652173913,1568,0,378.5991288886663,0.3310271402608695,7.437047739,0,1.549122818077865,3,3,3,0,0,0,4,4,4,3,3,3,23,11,11,3.0209002007148777,23,0,0,0,0,0,10,benign,benign
63.142857142857146,64,62,1.0690449676496976,20,20,20,0,0,0,86.28571428571429,136,52,34.93667741173205,86.28571428571429,136,52,34.93667741173205,49.77777777777778,64,0,28.22134732,16,24,0,9.797958971132712,7,0,4,0,0,0,243.66666666666663,501,0,245.34414604795447,0,0,0,0,26.666666666666668,84,0,33.823069050575526,0.5126490553333333,3.416785196,0,1.1524034715267852,2,2,2,0,0,0,2,2,2,3,3,3,9,4,4,1.9506521700711468,9,0,0,0,0,0,10,benign,benign
62.79365079365079,64,61,1.166172816,20,20,20,0,0,0,151.2698412698413,1620,52,253.82418390264823,151.2698412698413,1620,52,253.82418390264823,64,64,64,0,19.682539682539684,24,2,4.525288787,62,4,30,0,2,0,20622.46031746032,65160,63,30103.63819767144,46.34920634920635,1460,0,258.02789038610126,99.01587302,1568,0,253.9208977706025,0.1506899715714286,7.303274462,0,0.925773598,2,2,2,0,0,0,4,4,4,2,2,2,63,34,34,6.636141619828295,63,0,0,0,0,0,10,benign,benign
63,64,62,1.025978352085154,20,20,20,0,0,0,221.7,1620,52,402.21179286016655,221.7,1620,52,402.21179286016655,64,64,64,0,19.8,24,2,5.690250203,19,0,11,0,2,0,64409.2,65160,63616,425.7898666,146,1460,0,449.3785182132975,168.9,1568,0,402.5577304136507,0.008567228,0.042194318,0,0.014619881,2,2,2,0,0,0,2,2,2,2,2,2,20,10,10,116.72389730488638,20,0,0,0,0,0,10,benign,benign
62.93333333333333,64,62,1.0148325268098497,20,20,20,0,0,0,141.73333333333332,1376,40,261.98327576700234,141.73333333333332,1376,40,261.98327576700234,60,64,0,15.739820058814871,16.875,24,0,7.6821955866964275,27,2,11,3,3,0,6221.34375,64240,0,18960.558363578573,136.875,1460,0,432.37108837723656,84.5,1324,0,254.18256075810623,0.308108602,2.812742329,0,0.716783968,2,2,2,0,0,0,7,7,7,3,3,3,32,16,16,3.245608874634385,32,0,0,0,0,0,10,benign,benign
63,64,62,1.0115610777177464,20,20,20,0,0,0,206.1818181818182,1620,40,370.6081283215637,206.1818181818182,1620,40,370.6081283215637,61.21739130434783,64,0,13.19581254031118,18.39130434782609,24,0,7.100792635,41,0,22,1,5,0,60223.30434782609,65160,0,16086.946588073704,158.69565217391303,1460,0,459.45672602736767,146.8695652173913,1568,0,363.9084505565561,0.1352689148695652,2.584667317,0,0.4597935709219305,2,2,2,0,0,0,5,5,5,3,3,3,46,22,22,7.392681674444952,46,0,0,0,0,0,10,benign,benign
62.9375,64,62,1.0059347702036956,20,20,20,0,0,0,161.34375,1620,52,270.2001150675915,161.34375,1620,52,270.2001150675915,64,64,64,0,19.75,24,2,4.521553322083512,63,4,31,0,2,0,20308.0625,65160,63,29969.49429,45.625,1460,0,256.03741666045363,109.09375,1568,0,270.29899486861603,0.1019249089531249,4.36458585,0,0.5575768531363239,2,2,2,0,0,0,4,4,4,2,2,2,64,34,34,9.81114491,64,0,0,0,0,0,10,benign,benign
62.66666666666666,64,62,1.1547005383792517,20,20,20,0,0,0,52,52,52,0,52,52,52,0,38.4,64,0,35.05424368033064,10,17,0,9.137833441248532,3,2,0,0,0,0,125.4,501,0,212.3165090142545,0,0,0,0,0,0,0,0,0.939201682,3.039279189,0,1.3728874104616366,2,2,2,0,0,0,2,2,2,2,2,2,5,2,2,1.0647340309975073,5,0,0,0,0,0,10,benign,benign
62.91666666666666,64,62,1.0179547554081032,20,20,20,0,0,0,115.66666666666669,680,52,132.18125456346303,115.66666666666669,680,52,132.18125456346303,64,64,64,0,19.75,24,16,4.002716468903935,24,2,11,0,0,0,263.75,501,63,222.93209143437457,0,0,0,0,63.66666666666666,628,0,132.18125456346303,0.028040855,0.317890608,0,0.069739838,2,2,2,0,0,0,2,2,2,2,2,2,24,13,13,35.662261875576576,24,0,0,0,0,0,10,benign,benign
62.88461538461539,64,61,1.0705857490896498,20,20,20,0,0,0,106.92307692307692,680,40,126.0326697573048,106.92307692307692,680,40,126.0326697573048,55.46666666666667,64,0,22.12773783307267,16.533333333333335,24,0,8.165247354968256,25,2,11,1,1,0,2352.333333333333,64240,0,11690.824643735565,48.66666666666666,1460,0,266.55831131918086,47.73333333333333,628,0,118.46341886504626,0.1674315013333333,1.542274263,0,0.4047393336079566,3,3,3,0,0,0,4,4,4,3,3,3,30,13,14,5.972592146377994,30,0,0,0,0,0,10,benign,benign
62.91666666666666,64,62,1.0179547554081032,20,20,20,0,0,0,115.66666666666669,680,52,132.18125456346303,115.66666666666669,680,52,132.18125456346303,64,64,64,0,19.75,24,16,4.002716468903935,24,2,11,0,0,0,263.75,501,63,222.93209143437457,0,0,0,0,63.66666666666666,628,0,132.18125456346303,0.027976055,0.318057001,0,0.069871301,2,2,2,0,0,0,2,2,2,2,2,2,24,13,13,35.744840053647465,24,0,0,0,0,0,10,benign,benign
63,64,62,1.0690449676496976,20,20,20,0,0,0,50,60,40,10.690449676496977,50,60,40,10.690449676496977,42.66666666666666,64,0,31.51142169070918,7.333333333333333,20,0,9.393743888483668,4,0,0,4,4,0,21413.33333333333,64240,0,31629.58952204934,486.6666666666667,1460,0,718.8543073,0,0,0,0,0.6362445523333333,2.042284691,0,0.8359714949819009,2,2,2,0,0,0,5,5,5,2,2,2,12,4,4,1.5717226837499283,12,0,0,0,0,0,10,benign,benign
62.8,64,62,1.095445115010332,20,20,20,0,0,0,61.8,85,52,13.572030061858838,61.8,85,52,13.572030061858838,64,64,64,0,15.2,24,2,8.074651695,4,0,1,0,2,0,64715.2,65160,64240,417.4436488916797,584,1460,0,799.6749339575425,6.6,33,0,14.75804865149861,0.000496853,0.00161826,0,0.000707439,2,2,2,0,0,0,2,2,2,2,2,2,5,3,3,2012.6218809980803,5,0,0,0,0,0,10,benign,benign
60.21739130434783,64,1,12.947293580791072,20.17391304347826,24,20,0.8340576562282991,0,0,133.7391304347826,680,36,160.88313584465428,133.7391304347826,680,36,160.88313584465428,56.32,64,0,21.22639865827456,17.36,24,0,7.538125319556138,22,2,10,0,0,0,230.64,501,0,226.17911044126063,0,0,0,0,75.84,628,0,155.3296709153363,0.069324392,0.739162623,0,0.1614245101920549,3,3,4,0,0,0,2,2,2,4,4,4,25,12,12,14.424939897000876,25,0,0,0,0,0,10,benign,benign
62.92307692307692,64,62,1.016782254883588,20,20,20,0,0,0,138.46153846153845,928,52,203.9767105861315,138.46153846153845,928,52,203.9767105861315,64,64,64,0,19.76923076923077,24,16,4.003075740554428,26,2,12,0,0,0,265.15384615384613,501,63,222.6753138195058,0,0,0,0,86.46153846153847,876,0,203.97671058613156,0.025717824,0.315590504,0,0.066735967,2,2,2,0,0,0,2,2,2,2,2,2,26,14,14,38.88352013,26,0,0,0,0,0,10,benign,benign
63,64,62,1.025978352085154,20,20,20,0,0,0,221.7,1620,52,402.2117928601665,221.7,1620,52,402.2117928601665,53.333333333333336,64,0,24.364383604060198,16.5,24,0,9.141401281603622,19,0,11,0,2,0,53674.333333333336,65160,0,24523.217149516066,121.66666666666669,1460,0,412.2015828784943,140.75,1568,0,371.48892545960297,0.3232472675833334,6.095990513,0,1.266134312477499,2,2,2,0,0,0,2,2,2,3,3,3,24,10,10,3.093606910767391,24,0,0,0,0,0,10,benign,benign
62.875,64,61,1.246423454758225,20,20,20,0,0,0,87.5,200,40,60.18780132694189,87.5,200,40,60.18780132694189,56.888888888888886,64,0,21.333333333333336,15.77777777777778,24,0,9.079892315,7,0,3,1,1,0,7325.777777777777,64240,0,21344.02530439009,162.22222222222223,1460,0,486.6666666666667,32,148,0,57.02630971753301,0.167702063,1.148785803,0,0.3822720900939483,3,3,3,0,0,0,4,4,4,3,3,3,9,4,4,5.962955772658293,9,0,0,0,0,0,10,benign,benign
63,64,62,1.023532631438318,20,20,20,0,0,0,206.27272727272728,1500,52,363.74718873967583,206.27272727272728,1500,52,363.74718873967583,64,64,64,0,19.454545454545453,24,2,5.526794238,21,0,11,0,2,0,64447.63636363636,65160,64128,338.17416553274177,132.72727272727272,1460,0,429.5976170256448,153.54545454545453,1448,0,364.0610528695019,0.007944972,0.04399856,0,0.014409769,2,2,2,0,0,0,2,2,2,2,2,2,22,11,11,125.86573548668704,22,0,0,0,0,0,10,benign,benign
,,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680582714,1.361165427,0,0.9624893037483824,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,1.4693292738785046,2,0,0,0,0,0,10,benign,benign
62.91666666666666,64,62,1.0179547554081032,20,20,20,0,0,0,111.66666666666669,680,52,130.19806539224788,111.66666666666669,680,52,130.19806539224788,64,64,64,0,19.75,24,16,4.002716468903935,24,2,11,0,0,0,263.75,501,63,222.93209143437457,0,0,0,0,59.66666666666666,628,0,130.19806539224788,0.027941804,0.318309982,0,0.070107199,2,2,2,0,0,0,2,2,2,2,2,2,24,13,13,35.78865829,24,0,0,0,0,0,10,benign,benign
,,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.988445162,1.976890324,0,1.397872553762471,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,1.0116897902475734,2,0,0,0,0,0,10,benign,benign
