network_ttl_avg,network_ttl_max,network_ttl_min,network_ttl_std_deviation,network_header-length_avg,network_header-length_max,network_header-length_min,network_header-length_std_deviation,network_fragmented-packets,network_fragmentation-score,network_ip-length_avg,network_ip-length_max,network_ip-length_min,network_ip-length_std_deviation,network_packet-size_avg,network_packet-size_max,network_packet-size_min,network_packet-size_std_deviation,network_ip-flags_avg,network_ip-flags_max,network_ip-flags_min,network_ip-flags_std_deviation,network_tcp-flags_avg,network_tcp-flags_max,network_tcp-flags_min,network_tcp-flags_std_deviation,network_tcp-flags-ack_count,network_tcp-flags-fin_count,network_tcp-flags-psh_count,network_tcp-flags-rst_count,network_tcp-flags-syn_count,network_tcp-flags-urg_count,network_window-size_avg,network_window-size_max,network_window-size_min,network_window-size_std_deviation,network_mss_avg,network_mss_max,network_mss_min,network_mss_std_deviation,network_payload-length_avg,network_payload-length_max,network_payload-length_min,network_payload-length_std_deviation,network_time-delta_avg,network_time-delta_max,network_time-delta_min,network_time-delta_std_deviation,network_ips_src_count,network_ips_dst_count,network_ips_all_count,network_macs_src_count,network_macs_dst_count,network_macs_all_count,network_ports_src_count,network_ports_dst_count,network_ports_all_count,network_protocols_src_count,network_protocols_dst_count,network_protocols_all_count,network_packets_all_count,network_packets_src_count,network_packets_dst_count,network_interval-packets,log_messages_count,log_data-ranges_avg,log_data-ranges_max,log_data-ranges_min,log_data-ranges_std_deviation,log_data-types_count,timeDurationInSeconds,label,label2
63.02654867,64,62,1.004100317,20,20,20,0,0,0,177.699115,1020,40,272.3185466,177.699115,1020,40,272.3185466,64,64,64,0,19.62831858,24,2,5.959977664,105,2,63,3,10,0,61082.56637,65160,0,14472.08733,129.2035398,1460,0,416.5078922,125.3097345,968,0,272.481981,0.048673829,4.975630675,-1.22E-05,0.468138021,2,2,2,0,0,0,9,9,9,2,2,2,113,58,58,20.54492197,113,0,0,0,0,0,10,attack_bruteforce,attack
63.05882353,64,62,1.028991511,20,20,20,0,0,0,66.35294118,136,40,34.35284045,66.35294118,136,40,34.35284045,64,64,64,0,16.05882353,24,4,6.580943969,14,5,4,3,0,0,284.2941176,502,0,238.9936622,0,0,0,0,16.47058824,84,0,32.9205818,0.142826917,2.259905645,0,0.546200852,2,2,2,0,0,0,5,5,5,2,2,2,17,9,9,7.001481145,17,0,0,0,0,0,10,attack_bruteforce,attack
63,64,62,1.032795559,20,20,20,0,0,0,50,60,40,10.32795559,50,60,40,10.32795559,56.88888889,64,0,20.69637334,9.777777778,20,0,9.428090416,8,0,0,8,8,0,28551.11111,64240,0,32846.55392,648.8888889,1460,0,746.5125891,0,0,0,0,0.358467427,4.411194607,-4.58E-06,1.083862132,2,2,2,0,0,0,9,9,9,2,2,2,18,8,8,2.789653696,18,0,0,0,0,0,10,attack_bruteforce,attack
63.02803738,64,62,1.004310934,20,20,20,0,0,0,182.728972,1020,52,278.8253856,182.728972,1020,52,278.8253856,64,64,64,0,19.94392523,24,2,5.475213058,102,2,60,0,10,0,64493.68224,65160,64240,293.8196276,136.4485981,1460,0,426.9665983,129.9813084,968,0,279.1671908,0.004787689,0.214626034,0,0.022086452,2,2,2,0,0,0,6,6,6,2,2,2,107,55,55,208.8689878,107,0,0,0,0,0,10,attack_bruteforce,attack
63.13513514,64,62,1.004494405,20,20,20,0,0,0,76.32432432,136,40,40.05971519,76.32432432,136,40,40.05971519,64,64,64,0,16.67567568,24,2,7.520542438,30,5,12,7,4,0,7190.837838,64240,0,20137.18829,157.8378378,1460,0,459.608137,25.72972973,84,0,38.69585726,0.183352709,3.986614008,0,0.743091955,2,2,2,0,0,0,10,10,10,2,2,2,37,21,21,5.453969246,37,0,0,0,0,0,10,attack_bruteforce,attack
63,64,62,1.032795559,20,20,20,0,0,0,50,60,40,10.32795559,50,60,40,10.32795559,56.88888889,64,0,20.69637334,9.777777778,20,0,9.428090416,8,0,0,8,8,0,28551.11111,64240,0,32846.55392,648.8888889,1460,0,746.5125891,0,0,0,0,0.434832672,5.992844532,0,1.428822619,2,2,2,0,0,0,9,9,9,2,2,2,18,8,8,2.299735229,18,0,0,0,0,0,10,attack_bruteforce,attack
63.02803738,64,62,1.004310934,20,20,20,0,0,0,182.728972,1020,52,278.8253856,182.728972,1020,52,278.8253856,64,64,64,0,19.94392523,24,2,5.475213058,102,2,60,0,10,0,64493.68224,65160,64240,293.8196276,136.4485981,1460,0,426.9665983,129.9813084,968,0,279.1671908,0.004828535,0.217538093,-1.61E-07,0.022504095,2,2,2,0,0,0,6,6,6,2,2,2,107,55,55,207.1020368,107,0,0,0,0,0,10,attack_bruteforce,attack
63.12903226,64,61,1.056470081,20,20,20,0,0,0,81.41935484,136,40,41.71712214,81.41935484,136,40,41.71712214,60.12121212,64,0,15.50757391,16.6969697,24,0,7.731772308,27,5,12,4,1,0,2222.454545,64240,0,11135.66953,44.24242424,1460,0,254.1533777,28.84848485,84,0,39.89683666,0.105433695,1.820993889,0,0.343162509,3,3,3,0,0,0,7,7,7,3,3,3,33,18,17,9.484633899,33,0,0,0,0,0,10,attack_bruteforce,attack
59.35294118,64,1,15.07042292,20.23529412,24,20,0.9701425,0,0,49.17647059,60,36,10.56074864,49.17647059,60,36,10.56074864,53.89473684,64,0,23.97659678,9.263157895,20,0,9.433051264,8,0,0,8,8,0,27048.42105,64240,0,32586.20725,614.7368421,1460,0,740.5956193,0,0,0,0,0.480713343,6.131067127,0,1.447890529,3,3,4,0,0,0,9,9,9,3,3,3,19,8,8,2.080241824,19,0,0,0,0,0,10,attack_bruteforce,attack
63,64,62,1.032795559,20,20,20,0,0,0,50,60,40,10.32795559,50,60,40,10.32795559,64,64,64,0,11,20,2,9.295160031,8,0,0,8,8,0,32120,64240,0,33173.39335,730,1460,0,753.9407581,0,0,0,0,0.187664451,3.001831333,0,0.750444505,2,2,2,0,0,0,9,9,9,1,1,1,16,8,8,5.328659766,16,0,0,0,0,0,10,attack_bruteforce,attack
63.06153846,64,62,1.001965867,20,20,20,0,0,0,164.9846154,1020,52,256.1971741,164.9846154,1020,52,256.1971741,63.03030303,64,0,7.84772967,19.53787879,24,0,5.717797717,125,7,69,0,10,0,63492.54545,65160,0,7910.045171,110.6060606,1460,0,387.8021011,110.6666667,968,0,254.8675952,0.036914123,2.66464969,-7.44E-07,0.252154384,2,2,2,0,0,0,6,6,6,3,3,3,132,69,69,27.08990282,132,0,0,0,0,0,10,attack_bruteforce,attack
63,64,62,1.023532631,20,20,20,0,0,0,60.36363636,136,40,32.1640815,60.36363636,136,40,32.1640815,58.66666667,64,0,18.06911048,10.83333333,24,0,9.760909912,11,0,3,11,8,0,21476.08333,64240,0,30889.45584,486.6666667,1460,0,703.053382,10.5,84,0,28.37788484,0.397961958,4.904161613,0,1.177839714,2,2,2,0,0,0,13,13,13,3,3,3,24,11,11,2.512802956,24,0,0,0,0,0,10,attack_bruteforce,attack
63.02608696,64,62,1.004034577,20,20,20,0,0,0,173.4956522,1020,40,271.0077481,173.4956522,1020,40,271.0077481,64,64,64,0,19.32173913,24,2,6.227482702,106,2,60,4,14,0,62241.6,65160,0,11870.60465,177.7391304,1460,0,479.486313,120.9391304,968,0,271.2349369,0.058226449,6.18601714,0,0.576839548,2,2,2,0,0,0,11,11,11,2,2,2,115,59,59,17.17432584,115,0,0,0,0,0,10,attack_bruteforce,attack
63.17241379,64,62,1.002460028,20,20,20,0,0,0,83.5862069,136,40,42.21502546,83.5862069,136,40,42.21502546,64,64,64,0,18.24137931,24,4,6.150813956,26,5,12,3,0,0,313.8275862,502,0,228.6329043,0,0,0,0,32.82758621,84,0,41.03488844,0.192063772,2.769922545,-1.60E-06,0.652571655,2,2,2,0,0,0,5,5,5,2,2,2,29,17,17,5.206604108,29,0,0,0,0,0,10,attack_bruteforce,attack
63.15151515,64,61,1.175829817,20,20,20,0,0,0,79.75757576,136,40,40.85265467,79.75757576,136,40,40.85265467,62.11764706,64,0,10.97590945,17.44117647,24,0,6.490978245,30,5,12,3,0,0,326.7352941,502,0,226.8427982,0,0,0,0,28,84,0,39.59797975,0.283061159,4.08555579,-1.28E-06,0.899160912,2,2,2,0,0,0,5,5,5,3,3,3,34,21,21,3.53280541,34,0,0,0,0,0,10,attack_bruteforce,attack
63.05147059,64,61,1.013390736,20,20,20,0,0,0,161.5882353,1020,40,251.1453311,161.5882353,1020,40,251.1453311,64,64,64,0,19.58088235,24,2,5.645785248,128,7,72,3,10,0,63042.52941,65160,0,9507.121956,107.3529412,1460,0,382.4738874,109.2647059,968,0,251.2714995,0.044467846,2.739728695,-2.24E-07,0.30481282,2,2,2,0,0,0,6,6,6,2,2,2,136,72,72,22.48815951,136,0,0,0,0,0,10,attack_bruteforce,attack
63,64,62,1.032795559,20,20,20,0,0,0,50,60,40,10.32795559,50,60,40,10.32795559,64,64,64,0,11,20,2,9.295160031,8,0,0,8,8,0,32120,64240,0,33173.39335,730,1460,0,753.9407581,0,0,0,0,0.187664729,3.002274889,0,0.75056271,2,2,2,0,0,0,9,9,9,1,1,1,16,8,8,5.328651727,16,0,0,0,0,0,10,attack_bruteforce,attack
63.05072464,64,61,1.013215333,20,20,20,0,0,0,159.9710145,1020,40,249.6673683,159.9710145,1020,40,249.6673683,62.1971831,64,0,10.6266355,18.9084507,24,0,6.56760255,129,7,72,4,11,0,60831.15493,65160,0,14918.42024,113.0985915,1460,0,391.6797489,104.6478873,968,0,246.8546877,0.057293185,2.165753217,0,0.277353052,3,3,3,0,0,0,8,8,8,3,3,3,142,73,72,17.45408339,142,0,0,0,0,0,10,attack_bruteforce,attack
63.05882353,64,62,1.001958866,20,20,20,0,0,0,161.5882353,1020,40,251.1453311,161.5882353,1020,40,251.1453311,64,64,64,0,19.58088235,24,2,5.645785248,128,7,72,3,10,0,63042.52941,65160,0,9507.121956,107.3529412,1460,0,382.4738874,109.2647059,968,0,251.2714995,0.044457195,2.740398254,0,0.303443953,2,2,2,0,0,0,6,6,6,2,2,2,136,72,72,22.49354755,136,0,0,0,0,0,10,attack_bruteforce,attack
62.97154472,106,1,4.922584692,20.01626016,24,20,0.255030685,0,0,169.5772358,1020,36,262.0044557,169.5772358,1020,36,262.0044557,63.4796748,64,0,5.758896711,19.5,24,0,5.939662603,230,9,132,3,20,0,62904.91057,65160,0,9970.348605,118.699187,1460,0,399.82641,116.9430894,968,0,262.2649945,0.025608319,2.741257415,0,0.211009488,4,4,5,0,0,0,13,13,13,4,4,4,246,128,127,39.04981093,246,0,0,0,0,0,10,attack_bruteforce,attack
63.17241379,64,62,1.002460028,20,20,20,0,0,0,83.5862069,136,40,42.21502546,83.5862069,136,40,42.21502546,56.24242424,64,0,21.21177489,16.03030303,24,0,8.345975259,26,5,12,3,0,0,275.7878788,502,0,237.8184388,0,0,0,0,28.84848485,84,0,39.89683666,0.258361302,4.188612292,-1.40E-06,0.84647845,2,2,2,0,0,0,5,5,5,3,3,3,33,17,17,3.870548023,33,0,0,0,0,0,10,attack_bruteforce,attack
63.27272727,64,62,0.977008421,20,20,20,0,0,0,79.75757576,136,40,40.85265467,79.75757576,136,40,40.85265467,64,64,64,0,17.96969697,24,4,5.801319077,30,5,12,3,0,0,336.6363636,502,0,222.7745242,0,0,0,0,28.84848485,84,0,39.89683666,0.167876462,2.736614198,-2.05E-06,0.608396366,2,2,2,0,0,0,5,5,5,2,2,2,33,21,21,5.956761287,33,0,0,0,0,0,10,attack_bruteforce,attack
63.17241379,64,62,1.002460028,20,20,20,0,0,0,83.5862069,136,40,42.21502546,83.5862069,136,40,42.21502546,64,64,64,0,18.24137931,24,4,6.150813956,26,5,12,3,0,0,313.8275862,502,0,228.6329043,0,0,0,0,32.82758621,84,0,41.03488844,0.096455991,2.251326752,0,0.420097435,2,2,2,0,0,0,5,5,5,2,2,2,29,17,17,10.36742213,29,0,0,0,0,0,10,attack_bruteforce,attack
63.06153846,64,62,1.001965867,20,20,20,0,0,0,164.9846154,1020,52,256.1971741,164.9846154,1020,52,256.1971741,63.03030303,64,0,7.84772967,19.53787879,24,0,5.717797717,125,7,69,0,10,0,63492.54545,65160,0,7910.045171,110.6060606,1460,0,387.8021011,110.6666667,968,0,254.8675952,0.040783677,2.738429137,-2.55E-07,0.265598601,2,2,2,0,0,0,6,6,6,3,3,3,132,69,69,24.51961294,132,0,0,0,0,0,10,attack_bruteforce,attack
62.90972222,64,41,2.091986691,20,20,20,0,0,0,157.3333333,1020,40,244.8539739,157.3333333,1020,40,244.8539739,64,64,64,0,19.07638889,24,0,6.379687895,131,7,75,6,10,0,59550.625,65160,0,17148.45334,101.3888889,1460,0,372.4397189,104.9444444,968,0,244.9841661,0.046038731,2.276852961,0,0.261535607,3,3,3,0,0,0,11,11,11,3,3,3,144,76,75,21.72084152,144,0,0,0,0,0,10,attack_bruteforce,attack
63.06153846,64,62,1.001965867,20,20,20,0,0,0,164.9846154,1020,52,256.1971741,164.9846154,1020,52,256.1971741,64,64,64,0,19.83846154,24,2,5.214475746,125,7,69,0,10,0,64469.35385,65160,64240,276.5786783,112.3076923,1460,0,390.5502746,112.3692308,968,0,256.4601043,0.029075725,2.735017391,0,0.242201243,2,2,2,0,0,0,6,6,6,2,2,2,130,69,69,34.39295554,130,0,0,0,0,0,10,attack_bruteforce,attack
63.05882353,64,62,1.001958866,20,20,20,0,0,0,161.5882353,1020,40,251.1453311,161.5882353,1020,40,251.1453311,63.07246377,64,0,7.676523773,19.29710145,24,0,6.076650802,128,7,72,3,10,0,60742.91304,65160,0,15078.99035,105.7971014,1460,0,379.8901332,107.6811594,968,0,249.7747302,0.049278864,3.012424322,-2.10E-08,0.29498081,2,2,2,0,0,0,9,9,9,3,3,3,138,72,72,20.2926763,138,0,0,0,0,0,10,attack_bruteforce,attack
63.04861111,64,61,1.012715391,20,20,20,0,0,0,156.9722222,1020,40,244.9966161,156.9722222,1020,40,244.9966161,63.55862069,64,0,5.314910711,19.09655172,24,0,6.318320076,132,7,75,7,11,0,59582.96552,65160,0,17093.2431,110.7586207,1460,0,387.9148009,104.2206897,968,0,244.2875545,0.068275745,3.858502984,0,0.40210722,3,3,3,0,0,0,11,11,11,3,3,3,145,76,75,14.6464899,145,0,0,0,0,0,10,attack_bruteforce,attack
63,64,62,1.032795559,20,20,20,0,0,0,50,60,40,10.32795559,50,60,40,10.32795559,60.23529412,64,0,15.52228,10.35294118,20,0,9.387100035,8,0,0,8,8,0,30230.58824,64240,0,33051.20733,687.0588235,1460,0,751.1638029,0,0,0,0,0.263245892,3.002277862,-4.00E-08,0.790723377,2,2,2,0,0,0,9,9,9,2,2,2,17,8,8,3.798729757,17,0,0,0,0,0,10,attack_bruteforce,attack
63,64,62,1.069044968,20,20,20,0,0,0,50,60,40,10.69044968,50,60,40,10.69044968,51.2,64,0,26.98476937,8.8,20,0,9.670114328,4,0,0,4,4,0,25696,64240,0,33173.39335,584,1460,0,753.9407581,0,0,0,0,0.610744275,4.875108412,0,1.5475748,2,2,2,0,0,0,5,5,5,2,2,2,10,4,4,1.637346534,10,0,0,0,0,0,10,attack_bruteforce,attack
60.52,64,1,12.44025723,20.16,24,20,0.8,0,0,49.44,60,36,10.38460399,49.44,60,36,10.38460399,61.44,64,0,12.8,10.56,20,0,9.264987858,12,0,0,12,12,0,30835.2,64240,0,32756.10136,700.8,1460,0,744.456849,0,0,0,0,0.323369851,4.413524093,-9.99E-07,1.047301711,3,3,4,0,0,0,13,13,13,2,2,2,25,12,12,3.092434286,25,0,0,0,0,0,10,attack_bruteforce,attack
63,64,62,1.032795559,20,20,20,0,0,0,50,60,40,10.32795559,50,60,40,10.32795559,56.88888889,64,0,20.69637334,9.777777778,20,0,9.428090416,8,0,0,8,8,0,28551.11111,64240,0,32846.55392,648.8888889,1460,0,746.5125891,0,0,0,0,0.356587557,4.139793842,-2.18E-06,1.042100988,2,2,2,0,0,0,9,9,9,2,2,2,18,8,8,2.804359301,18,0,0,0,0,0,10,attack_bruteforce,attack
63,64,62,1.032795559,20,20,20,0,0,0,50,60,40,10.32795559,50,60,40,10.32795559,56.88888889,64,0,20.69637334,9.777777778,20,0,9.428090416,8,0,0,8,8,0,28551.11111,64240,0,32846.55392,648.8888889,1460,0,746.5125891,0,0,0,0,0.246625801,2.816343075,-7.00E-08,0.724994715,2,2,2,0,0,0,9,9,9,2,2,2,18,8,8,4.054725699,18,0,0,0,0,0,10,attack_bruteforce,attack
63,64,62,1.032795559,20,20,20,0,0,0,50,60,40,10.32795559,50,60,40,10.32795559,64,64,64,0,11,20,2,9.295160031,8,0,0,8,8,0,32120,64240,0,33173.39335,730,1460,0,753.9407581,0,0,0,0,0.187660459,3.002093708,0,0.750515534,2,2,2,0,0,0,9,9,9,1,1,1,16,8,8,5.328773586,16,0,0,0,0,0,10,attack_bruteforce,attack
63,64,62,1.032795559,20,20,20,0,0,0,50,60,40,10.32795559,50,60,40,10.32795559,64,64,64,0,11,20,2,9.295160031,8,0,0,8,8,0,32120,64240,0,33173.39335,730,1460,0,753.9407581,0,0,0,0,0.187648609,3.002087766,-1.43E-07,0.750517109,2,2,2,0,0,0,9,9,9,1,1,1,16,8,8,5.329109573,16,0,0,0,0,0,10,attack_bruteforce,attack
63,64,62,1.032795559,20,20,20,0,0,0,50,60,40,10.32795559,50,60,40,10.32795559,56.88888889,64,0,20.69637334,9.777777778,20,0,9.428090416,8,0,0,8,8,0,28551.11111,64240,0,32846.55392,648.8888889,1460,0,746.5125891,0,0,0,0,0.288253233,3.002418647,-4.46E-07,0.789686792,2,2,2,0,0,0,9,9,9,2,2,2,18,8,8,3.469171747,18,0,0,0,0,0,10,attack_bruteforce,attack
63.05555556,64,62,1.001940619,20,20,20,0,0,0,153.7777778,1020,40,245.7569851,153.7777778,1020,40,245.7569851,64,64,64,0,18.90277778,24,2,6.425821429,131,6,69,8,18,0,60876.16667,65160,0,14818.58571,182.5,1460,0,484.5349584,101.4444444,968,0,245.8629665,0.061421423,3.002193252,-4.63E-07,0.382637522,2,2,2,0,0,0,15,15,15,2,2,2,144,76,76,16.28096407,144,0,0,0,0,0,10,attack_bruteforce,attack
63.02654867,64,62,1.004100317,20,20,20,0,0,0,177.699115,1020,40,272.3185466,177.699115,1020,40,272.3185466,64,64,64,0,19.62831858,24,2,5.959977664,105,2,63,3,10,0,61082.56637,65160,0,14472.08733,129.2035398,1460,0,416.5078922,125.3097345,968,0,272.481981,0.064319405,6.758835531,0,0.635762181,2,2,2,0,0,0,9,9,9,2,2,2,113,58,58,15.54740728,113,0,0,0,0,0,10,attack_bruteforce,attack
63.08510638,64,61,1.039016827,20,20,20,0,0,0,70.72340426,136,40,37.36640093,70.72340426,136,40,37.36640093,58.98039216,64,0,17.37756047,14.25490196,24,0,8.923773052,35,5,12,12,9,0,11514.92157,64240,0,24650.78248,257.6470588,1460,0,562.1195184,18.66666667,84,0,34.82221513,0.187350914,2.972917759,0,0.575959614,3,3,3,0,0,0,16,16,16,3,3,3,51,26,25,5.337577521,51,0,0,0,0,0,10,attack_bruteforce,attack
63,64,62,1.032795559,20,20,20,0,0,0,50,60,40,10.32795559,50,60,40,10.32795559,64,64,64,0,11,20,2,9.295160031,8,0,0,8,8,0,32120,64240,0,33173.39335,730,1460,0,753.9407581,0,0,0,0,0.187652463,3.00223015,-3.60E-08,0.75055405,2,2,2,0,0,0,9,9,9,1,1,1,16,8,8,5.329000393,16,0,0,0,0,0,10,attack_bruteforce,attack
63,64,62,1.032795559,20,20,20,0,0,0,50,60,40,10.32795559,50,60,40,10.32795559,64,64,64,0,11,20,2,9.295160031,8,0,0,8,8,0,32120,64240,0,33173.39335,730,1460,0,753.9407581,0,0,0,0,0.187696308,3.002063648,0,0.750497967,2,2,2,0,0,0,9,9,9,1,1,1,16,8,8,5.327755304,16,0,0,0,0,0,10,attack_bruteforce,attack
63,64,62,1.032795559,20,20,20,0,0,0,50,60,40,10.32795559,50,60,40,10.32795559,56.88888889,64,0,20.69637334,9.777777778,20,0,9.428090416,8,0,0,8,8,0,28551.11111,64240,0,32846.55392,648.8888889,1460,0,746.5125891,0,0,0,0,0.25230704,2.804155467,0,0.732670602,2,2,2,0,0,0,9,9,9,2,2,2,18,8,8,3.963424816,18,0,0,0,0,0,10,attack_bruteforce,attack
90.02941176,123,64,29.7356895,20,20,20,0,0,0,180.0588235,1472,40,305.0934225,180.0588235,1472,40,305.0934225,60.44444444,64,0,14.86788379,19.44444444,24,0,6.821999893,33,0,21,0,2,0,60941.75,65535,0,14998.82471,77.52777778,1460,0,324.5560032,131.6111111,1432,0,298.3193186,0.163935449,2.325563404,0,0.457697413,2,2,2,0,0,0,2,2,2,3,3,3,36,19,19,6.099962175,36,0,0,0,0,0,10,benign,benign
,,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.782958775,1.565917549,0,1.107270918,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,1.277206306,2,0,0,0,0,0,10,benign,benign
62.5,64,61,2.121320344,20,20,20,0,0,0,50,60,40,14.14213562,50,60,40,14.14213562,32,64,0,36.95041723,5.5,20,0,9.712534856,1,0,0,1,1,0,16060,64240,0,32120,365,1460,0,730,0,0,0,0,0.278214031,1.112800083,0,0.556390702,2,2,2,0,0,0,2,2,2,2,2,2,4,1,1,3.594354941,4,0,0,0,0,0,10,benign,benign
,,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.997665491,1.995330982,0,1.410912068,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,1.002339938,2,0,0,0,0,0,10,benign,benign
,,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.531164321,1.062328642,0,0.751179787,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,1.882656688,2,0,0,0,0,0,10,benign,benign
94,123,1,32.62429812,20.06779661,24,20,0.520755644,0,0,69.15254237,172,36,23.9055711,69.15254237,172,36,23.9055711,59.80327869,64,0,15.97374896,17.70491803,24,0,9.017287586,50,0,35,0,0,0,285.0655738,501,0,173.6881179,0,0,0,0,23.27868852,132,0,24.57650039,0.128723728,2.337237239,0,0.411931057,5,5,6,0,0,0,5,5,5,6,6,6,61,31,35,7.768575334,61,0,0,0,0,0,10,benign,benign
94.78181818,123,55,30.12239902,20,20,20,0,0,0,73.89090909,196,40,29.02723672,73.89090909,196,40,29.02723672,61.67272727,64,0,12.09079011,20.07272727,24,0,6.688449262,51,0,36,0,0,0,334.4,501,0,151.8263628,0,0,0,0,30.69090909,156,0,30.16060266,0.05243162,0.915855925,0,0.127500975,3,3,3,0,0,0,2,2,2,3,3,3,55,29,31,19.07246117,55,0,0,0,0,0,10,benign,benign
97.34782609,123,64,29.46225206,20,20,20,0,0,0,71.30434783,204,40,27.36211655,71.30434783,204,40,27.36211655,64,64,64,0,21.56521739,24,16,3.708013028,69,0,48,0,0,0,360.8405797,501,250,123.832741,0,0,0,0,31.30434783,164,0,27.36211655,0.062207877,0.590984909,0,0.114387354,2,2,2,0,0,0,2,2,2,2,2,2,69,39,39,16.07513517,69,0,0,0,0,0,10,benign,benign
95.65853659,123,64,29.78641448,20,20,20,0,0,0,81.36585366,268,40,51.17507015,81.36585366,268,40,51.17507015,61.02325581,64,0,13.63728847,20.46511628,24,0,5.869001851,41,0,28,0,0,0,351.2790698,501,0,144.8577834,0,0,0,0,39.44186047,228,0,50.71362282,0.161802289,2.908531085,0,0.494665521,2,2,2,0,0,0,2,2,2,3,3,3,43,22,22,6.180382383,43,0,0,0,0,0,10,benign,benign
62.5,64,61,1.603567451,20,20,20,0,0,0,50,60,40,10.69044968,50,60,40,10.69044968,42.66666667,64,0,31.51142169,7.333333333,20,0,9.393743888,4,0,0,4,4,0,21413.33333,64240,0,31629.58952,486.6666667,1460,0,718.8543073,0,0,0,0,0.550639093,1.981625527,0,0.688362641,3,3,3,0,0,0,5,5,5,2,2,2,12,4,4,1.816071566,12,0,0,0,0,0,10,benign,benign
62.75,64,61,1.5,20,20,20,0,0,0,50,60,40,11.54700538,50,60,40,11.54700538,64,64,64,0,11,20,2,10.39230485,2,0,0,2,2,0,32120,64240,0,37088.98129,730,1460,0,842.931393,0,0,0,0,0.509913369,2.039543087,0,1.019753146,2,2,2,0,0,0,3,3,3,1,1,1,4,2,2,1.961117606,4,0,0,0,0,0,10,benign,benign
63,64,62,1.021507837,20,20,20,0,0,0,193.25,1500,40,350.3739927,193.25,1500,40,350.3739927,64,64,64,0,18.75,24,2,6.374200717,22,0,11,1,3,0,61753.66667,65160,0,13157.51265,182.5,1460,0,493.234665,140.75,1448,0,350.5630564,0.21759777,5.041950759,0,1.027683652,2,2,2,0,0,0,4,4,4,2,2,2,24,12,12,4.595635276,24,0,0,0,0,0,10,benign,benign
,,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.380354936,1.901664685,0,0.850438004,0,0,0,0,0,0,0,0,0,1,1,1,5,0,0,2.629123284,5,0,0,0,0,0,10,benign,benign
62.95454545,64,62,1.010515536,20,20,20,0,0,0,163.8636364,1620,52,289.2740385,163.8636364,1620,52,289.2740385,64,64,64,0,19.77272727,24,2,4.783030257,43,2,22,0,2,0,29420.77273,65160,63,32310.82904,66.36363636,1460,0,307.6323002,111.5,1568,0,289.4125164,0.065227794,2.016195044,0,0.305605599,2,2,2,0,0,0,3,3,3,2,2,2,44,23,23,15.3308888,44,0,0,0,0,0,10,benign,benign
1,1,1,,24,24,24,,0,0,36,36,36,,36,36,36,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,,1,1,2,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,10,benign,benign
85.90551181,123,62,29.03840726,20,20,20,0,0,0,99.66929134,1500,40,167.6151135,99.66929134,1500,40,167.6151135,63.00775194,64,0,7.937742244,20.4496124,24,0,4.911659025,126,2,77,0,2,0,11259.20155,65160,0,24212.60071,22.63565891,1460,0,181.0797449,54.15503876,1448,0,165.1269138,0.043165768,0.519930534,0,0.082879255,3,3,3,0,0,0,4,4,4,3,3,3,129,54,73,23.16650604,129,0,0,0,0,0,10,benign,benign
96.30952381,123,64,29.5422818,20,20,20,0,0,0,77.14285714,316,40,46.55483691,77.14285714,316,40,46.55483691,64,64,64,0,21.14285714,24,16,3.856282176,84,0,54,0,0,0,364.8452381,501,250,124.4962373,0,0,0,0,37.14285714,276,0,46.55483691,0.079269754,1.242997461,0,0.203826776,2,2,2,0,0,0,2,2,2,2,2,2,84,46,46,12.61515227,84,0,0,0,0,0,10,benign,benign
62.11538462,64,41,4.421103239,20,20,20,0,0,0,158.1538462,1384,52,280.0553791,158.1538462,1384,52,280.0553791,64,64,64,0,18.23076923,24,0,6.598834396,24,2,11,0,0,0,244.7307692,501,0,224.475666,0,0,0,0,104.3076923,1332,0,280.6938217,0.140961865,2.936274617,0,0.57399671,3,3,3,0,0,0,4,4,4,3,3,3,26,13,14,7.094117619,26,0,0,0,0,0,10,benign,benign
63,64,62,1.414213562,20,20,20,0,0,0,50,60,40,14.14213562,50,60,40,14.14213562,32,64,0,36.95041723,5.5,20,0,9.712534856,1,0,0,1,1,0,16060,64240,0,32120,365,1460,0,730,0,0,0,0,1.348897726,3.401476773,0,1.66014167,2,2,2,0,0,0,2,2,2,2,2,2,4,1,1,0.741346033,4,0,0,0,0,0,10,benign,benign
